profile,programmer_type
"{""HCL"": [218164, 88], ""YAML"": [528858, 223], ""Groovy"": [441645, 137], ""Python"": [705305, 278], ""Shell"": [322708, 261], ""Go"": [892867, 53]}",DevOps
"{""Bash"": [562056, 161], ""Java"": [1053337, 162], ""Python"": [977368, 297], ""SQL"": [19049, 159]}",DataEngineer
"{""Python"": [156154, 223], ""Groovy"": [223013, 161], ""Dockerfile"": [387813, 251], ""HCL"": [151298, 296]}",DevOps
"{""C#"": [1522524, 239], ""PHP"": [292875, 283], ""Java"": [698391, 49], ""Go"": [748550, 22], ""Ruby"": [769843, 93]}",Backend
"{""Dart"": [586652, 193], ""Kotlin"": [332658, 251], ""Swift"": [454330, 33], ""JavaScript"": [739389, 7], ""Java"": [539085, 286]}",Mobile
"{""SQL"": [264241, 124], ""Julia"": [290393, 206], ""Python"": [102844, 65], ""R"": [1058609, 280]}",DataScientist
"{""Shell"": [84626, 252], ""Batch"": [198631, 233], ""Python"": [420748, 47], ""Go"": [155184, 115]}",Automation
"{""Java"": [838277, 159], ""Python"": [519097, 293], ""Node.js"": [299418, 117], ""SQL"": [251989, 226], ""Go"": [703791, 118]}",Backend
"{""Scala"": [176154, 13], ""Go"": [968373, 250], ""SQL"": [1557829, 42], ""Bash"": [227730, 278]}",DataEngineer
"{""Batch"": [1133129, 255], ""PowerShell"": [331455, 269], ""Ruby"": [66158, 211], ""Shell"": [363435, 132], ""Go"": [1057563, 96]}",Automation
"{""Python"": [101809, 32], ""PHP"": [47464, 266], ""C++"": [27882, 134], ""C"": [23825, 197], ""Go"": [177867, 197], ""Shell"": [914359, 48]}",CyberSecurity
"{""HCL"": [1039652, 132], ""Dockerfile"": [360956, 29], ""Groovy"": [381247, 28], ""Shell"": [324177, 21], ""Python"": [297972, 2], ""Go"": [147080, 278]}",DevOps
"{""R"": [313546, 10], ""Python"": [456673, 67], ""MATLAB"": [707633, 70], ""SQL"": [528133, 98], ""Scala"": [647470, 225]}",DataScientist
"{""Go"": [108330, 208], ""Bash"": [415019, 137], ""Python"": [146759, 207], ""SQL"": [512297, 272]}",DataEngineer
"{""Shell"": [71541, 117], ""Go"": [221203, 65], ""Python"": [32297, 205], ""Batch"": [590975, 20], ""PowerShell"": [375629, 108], ""Ruby"": [767579, 12]}",Automation
"{""Go"": [247744, 296], ""PHP"": [253476, 27], ""Python"": [942105, 248], ""SQL"": [56419, 205], ""HTML"": [520915, 121], ""CSS"": [2314, 83]}",FullStack
"{""Go"": [402105, 241], ""Java"": [243780, 97], ""SQL"": [137837, 167], ""Python"": [433805, 37], ""Scala"": [588234, 78], ""Bash"": [277199, 99]}",DataEngineer
"{""JavaScript"": [596375, 22], ""Python"": [224663, 277], ""PHP"": [447438, 293], ""Go"": [10232, 217], ""SQL"": [779455, 240], ""HTML"": [147659, 12], ""CSS"": [154246, 190]}",FullStack
"{""Python"": [235313, 73], ""PHP"": [912865, 129], ""SQL"": [560215, 104], ""Node.js"": [143914, 230], ""Go"": [99304, 97]}",Backend
"{""PHP"": [461876, 139], ""Java"": [319827, 89], ""Ruby"": [1115706, 196], ""Go"": [109283, 184], ""Python"": [166499, 187], ""Node.js"": [839703, 243], ""C#"": [598552, 65], ""SQL"": [81387, 131]}",Backend
"{""Batch"": [1022844, 101], ""Ruby"": [1195119, 279], ""PowerShell"": [69686, 299], ""Go"": [1015992, 101], ""Python"": [574465, 176], ""Shell"": [492862, 11]}",Automation
"{""HCL"": [334501, 173], ""Go"": [437290, 263], ""YAML"": [746073, 162], ""Groovy"": [776231, 237], ""Shell"": [197535, 135], ""Dockerfile"": [109782, 249], ""Python"": [1141053, 283]}",DevOps
"{""HCL"": [152556, 125], ""Dockerfile"": [969780, 205], ""Python"": [763761, 64], ""Go"": [405575, 106], ""YAML"": [369430, 32], ""Groovy"": [64544, 259]}",DevOps
"{""Scala"": [1124854, 215], ""SQL"": [813280, 299], ""Python"": [625630, 87], ""Julia"": [570464, 284], ""R"": [882031, 294], ""MATLAB"": [625480, 216]}",DataScientist
"{""Batch"": [188544, 285], ""Ruby"": [717755, 143], ""Go"": [744996, 62], ""Python"": [374803, 183], ""PowerShell"": [29773, 200], ""Shell"": [821816, 122]}",Automation
"{""Bash"": [66262, 173], ""SQL"": [136566, 108], ""Python"": [19419, 55], ""Go"": [249367, 108], ""Java"": [195837, 189]}",DataEngineer
"{""Sass"": [719194, 211], ""TypeScript"": [830524, 151], ""CSS"": [771824, 163], ""HTML"": [1247583, 178], ""React"": [927425, 212], ""JavaScript"": [602014, 190]}",Frontend
"{""Go"": [265564, 70], ""Python"": [510195, 228], ""YAML"": [207623, 218], ""HCL"": [715476, 203], ""Shell"": [26297, 11], ""Dockerfile"": [26481, 205]}",DevOps
"{""Python"": [490796, 64], ""PHP"": [59225, 60], ""JavaScript"": [178174, 33], ""Go"": [544746, 296], ""CSS"": [689179, 53], ""HTML"": [384574, 269]}",FullStack
"{""Python"": [5811, 41], ""C#"": [612065, 54], ""Rust"": [617618, 285], ""Lua"": [788200, 123]}",GameDev
"{""React"": [201901, 137], ""CSS"": [993141, 26], ""HTML"": [371838, 295], ""Vue"": [427860, 65], ""TypeScript"": [948117, 110], ""Sass"": [759933, 32], ""JavaScript"": [258810, 215]}",Frontend
"{""Python"": [346562, 3], ""Groovy"": [456184, 41], ""HCL"": [283054, 192], ""YAML"": [407597, 236], ""Dockerfile"": [235526, 246], ""Go"": [431388, 278]}",DevOps
"{""C#"": [241913, 12], ""Go"": [669886, 231], ""Node.js"": [303795, 281], ""Python"": [293269, 292], ""SQL"": [96783, 44], ""PHP"": [603574, 56], ""Ruby"": [263128, 239]}",Backend
"{""SQL"": [104805, 160], ""Java"": [751406, 253], ""Ruby"": [927286, 226], ""Python"": [76287, 29], ""Go"": [88834, 254], ""C#"": [871673, 19], ""PHP"": [121985, 185], ""Node.js"": [460991, 160]}",Backend
"{""PHP"": [497190, 31], ""Go"": [642576, 89], ""Python"": [108435, 190], ""JavaScript"": [36232, 47], ""C"": [881945, 58], ""Shell"": [159491, 216], ""C++"": [176204, 222]}",CyberSecurity
"{""CSS"": [759615, 15], ""SQL"": [520849, 77], ""HTML"": [978461, 174], ""Python"": [433414, 137], ""JavaScript"": [501153, 106]}",FullStack
"{""C#"": [947049, 62], ""Lua"": [106391, 292], ""Rust"": [960558, 145], ""Python"": [72718, 263]}",GameDev
"{""Kotlin"": [334789, 293], ""Java"": [8975, 179], ""JavaScript"": [617519, 295], ""Swift"": [15543, 175]}",Mobile
"{""Shell"": [457059, 292], ""PowerShell"": [210425, 259], ""Batch"": [709254, 97], ""Python"": [542632, 134]}",Automation
"{""PowerShell"": [196369, 35], ""Python"": [99177, 107], ""Shell"": [8674, 128], ""Batch"": [973369, 227], ""Ruby"": [238801, 205]}",Automation
"{""Bash"": [57530, 36], ""Java"": [157247, 244], ""SQL"": [125263, 16], ""Scala"": [908901, 109], ""Go"": [278506, 76], ""Python"": [137063, 126]}",DataEngineer
"{""Groovy"": [926886, 204], ""HCL"": [1078138, 300], ""Python"": [625192, 51], ""YAML"": [1635446, 172], ""Shell"": [188890, 60], ""Go"": [422235, 27]}",DevOps
"{""Ruby"": [382722, 4], ""Python"": [611475, 180], ""Java"": [540373, 87], ""Node.js"": [90258, 160], ""Go"": [135141, 294], ""SQL"": [577197, 76]}",Backend
"{""Bash"": [76577, 118], ""Scala"": [153097, 257], ""Python"": [919102, 83], ""SQL"": [484809, 178], ""Go"": [106052, 267], ""Java"": [988028, 73]}",DataEngineer
"{""Shell"": [513108, 136], ""Batch"": [208290, 147], ""Python"": [730340, 83], ""PowerShell"": [201348, 3], ""Go"": [174291, 227], ""Ruby"": [684176, 144]}",Automation
"{""PHP"": [91536, 184], ""C#"": [4443, 238], ""SQL"": [566038, 179], ""Go"": [997511, 257]}",Backend
"{""Node.js"": [824719, 123], ""Go"": [339505, 182], ""C#"": [750561, 106], ""Java"": [301886, 166], ""SQL"": [143754, 76], ""Python"": [282879, 235], ""Ruby"": [348991, 296]}",Backend
"{""Ruby"": [19236, 75], ""SQL"": [304903, 97], ""Python"": [892333, 169], ""PHP"": [141166, 167], ""Go"": [259318, 78], ""Java"": [968993, 90]}",Backend
"{""Go"": [1415259, 227], ""SQL"": [844414, 175], ""Python"": [99334, 156], ""Java"": [416985, 131], ""Scala"": [208900, 246]}",DataEngineer
"{""SQL"": [379894, 52], ""PHP"": [335737, 234], ""Go"": [790564, 224], ""HTML"": [256484, 277]}",FullStack
"{""TypeScript"": [293456, 255], ""HTML"": [1218924, 254], ""CSS"": [447944, 81], ""React"": [937104, 67], ""Sass"": [376047, 26]}",Frontend
"{""Java"": [78017, 27], ""Go"": [404312, 269], ""Bash"": [495888, 277], ""Scala"": [563999, 100], ""Python"": [17995, 217]}",DataEngineer
"{""Shell"": [1377607, 69], ""Dockerfile"": [375702, 250], ""Groovy"": [122024, 174], ""Python"": [215486, 75], ""Go"": [821150, 185], ""YAML"": [706342, 234], ""HCL"": [734321, 214]}",DevOps
"{""C#"": [73122, 281], ""C++"": [162569, 55], ""Python"": [614718, 153], ""Lua"": [9753, 192], ""Rust"": [66273, 141]}",GameDev
"{""Shell"": [291166, 92], ""JavaScript"": [266150, 57], ""C"": [558934, 245], ""Go"": [404476, 11], ""PHP"": [642385, 263], ""Python"": [213173, 134]}",CyberSecurity
"{""Python"": [54837, 63], ""SQL"": [779090, 199], ""Julia"": [379719, 259], ""R"": [27524, 41], ""MATLAB"": [914152, 5]}",DataScientist
"{""Go"": [413969, 188], ""SQL"": [577763, 45], ""CSS"": [201956, 270], ""Python"": [278356, 170]}",FullStack
"{""Shell"": [108313, 245], ""YAML"": [222034, 185], ""HCL"": [394659, 245], ""Dockerfile"": [17655, 164], ""Groovy"": [385671, 56]}",DevOps
"{""Kotlin"": [117650, 85], ""Dart"": [409619, 288], ""Java"": [354154, 251], ""JavaScript"": [326737, 41]}",Mobile
"{""Go"": [402467, 30], ""SQL"": [418820, 62], ""Scala"": [211517, 60], ""Bash"": [10105, 110]}",DataEngineer
"{""SQL"": [196652, 215], ""PHP"": [23866, 76], ""Python"": [950009, 122], ""Node.js"": [748852, 127], ""Go"": [1237061, 280], ""Ruby"": [83066, 280]}",Backend
"{""HTML"": [163302, 159], ""JavaScript"": [139775, 190], ""Go"": [221008, 13], ""PHP"": [401811, 209], ""CSS"": [754191, 163], ""SQL"": [419362, 190], ""Python"": [308591, 55]}",FullStack
"{""Python"": [301232, 78], ""C++"": [715164, 229], ""C#"": [836632, 22], ""Rust"": [168461, 167]}",GameDev
"{""Python"": [231625, 45], ""Ruby"": [354645, 279], ""Shell"": [418606, 293], ""PowerShell"": [288909, 30], ""Batch"": [187844, 179]}",Automation
"{""C++"": [900037, 142], ""Rust"": [1201595, 60], ""Lua"": [214409, 61], ""C#"": [683565, 256], ""Python"": [430781, 79]}",GameDev
"{""Python"": [32468, 34], ""C#"": [644191, 177], ""Lua"": [89689, 287], ""C++"": [688278, 231]}",GameDev
"{""SQL"": [98052, 205], ""Python"": [906457, 74], ""Ruby"": [11826, 230], ""Java"": [633149, 67], ""PHP"": [357002, 17], ""C#"": [169259, 84], ""Go"": [152436, 128]}",Backend
"{""Go"": [401667, 90], ""SQL"": [338261, 26], ""PHP"": [784990, 73], ""JavaScript"": [281623, 32]}",FullStack
"{""SQL"": [1076224, 86], ""Java"": [744053, 194], ""Ruby"": [182090, 232], ""Python"": [417053, 182], ""C#"": [176010, 1]}",Backend
"{""Groovy"": [246653, 175], ""HCL"": [615174, 62], ""Go"": [216520, 187], ""Shell"": [95092, 283], ""Python"": [914185, 61]}",DevOps
"{""Ruby"": [223261, 262], ""C#"": [297711, 191], ""Java"": [924888, 291], ""Go"": [1040359, 134]}",Backend
"{""Java"": [211655, 116], ""Dart"": [563168, 88], ""JavaScript"": [268269, 165], ""Kotlin"": [630162, 89], ""Swift"": [511371, 96]}",Mobile
"{""Shell"": [578795, 217], ""Batch"": [553164, 4], ""Go"": [205898, 126], ""Ruby"": [461457, 97]}",Automation
"{""Python"": [563516, 93], ""Go"": [353966, 300], ""HTML"": [582414, 265], ""PHP"": [425973, 39]}",FullStack
"{""Python"": [266974, 46], ""Go"": [88586, 120], ""PHP"": [268100, 178], ""JavaScript"": [884282, 243], ""HTML"": [325939, 183], ""CSS"": [211391, 160]}",FullStack
"{""CSS"": [213116, 238], ""PHP"": [911185, 101], ""SQL"": [127291, 215], ""Go"": [604892, 81], ""JavaScript"": [272076, 141]}",FullStack
"{""Lua"": [64972, 238], ""C#"": [923429, 232], ""C++"": [753426, 170], ""Python"": [149867, 84]}",GameDev
"{""R"": [535027, 204], ""MATLAB"": [338072, 286], ""Scala"": [393076, 51], ""Python"": [1073347, 91], ""SQL"": [567854, 30]}",DataScientist
"{""Lua"": [49664, 83], ""Rust"": [185000, 102], ""C#"": [410256, 220], ""Python"": [141891, 8], ""C++"": [325763, 177]}",GameDev
"{""JavaScript"": [665611, 266], ""SQL"": [842440, 152], ""Go"": [1104617, 189], ""Python"": [121517, 125], ""PHP"": [51017, 191], ""HTML"": [445062, 20]}",FullStack
"{""Vue"": [135147, 274], ""HTML"": [150825, 295], ""CSS"": [258266, 199], ""TypeScript"": [546270, 171]}",Frontend
"{""PHP"": [312769, 133], ""JavaScript"": [307853, 53], ""CSS"": [32897, 34], ""Python"": [1663084, 93], ""SQL"": [822976, 279], ""Go"": [294209, 39], ""HTML"": [925797, 105]}",FullStack
"{""Python"": [60472, 197], ""C++"": [245593, 222], ""Lua"": [461272, 225], ""Rust"": [215097, 226], ""C#"": [1279099, 1]}",GameDev
"{""Go"": [37668, 216], ""Shell"": [240459, 268], ""C++"": [331198, 3], ""Python"": [304083, 270]}",CyberSecurity
"{""SQL"": [378765, 90], ""Julia"": [200068, 157], ""Python"": [245238, 64], ""R"": [1270917, 223], ""Scala"": [776978, 222]}",DataScientist
"{""JavaScript"": [1116125, 229], ""Kotlin"": [155576, 158], ""Dart"": [837849, 34], ""Java"": [110722, 117], ""Swift"": [110652, 293]}",Mobile
"{""PHP"": [161544, 152], ""Go"": [510089, 179], ""Shell"": [150729, 235], ""C++"": [261011, 241], ""JavaScript"": [324565, 262], ""C"": [983901, 229], ""Python"": [234390, 284]}",CyberSecurity
"{""Lua"": [573752, 76], ""Rust"": [207689, 91], ""C++"": [394311, 150], ""Python"": [453909, 31]}",GameDev
"{""Dart"": [343680, 186], ""Swift"": [1360572, 57], ""JavaScript"": [41925, 15], ""Kotlin"": [178531, 128], ""Java"": [78537, 47]}",Mobile
"{""C"": [510136, 186], ""Python"": [16137, 229], ""JavaScript"": [947518, 81], ""Go"": [219596, 145]}",CyberSecurity
"{""C#"": [261954, 188], ""Rust"": [568651, 34], ""Lua"": [656855, 54], ""C++"": [75331, 88], ""Python"": [406793, 38]}",GameDev
"{""Python"": [487568, 232], ""Lua"": [445017, 66], ""C#"": [139712, 47], ""C++"": [163384, 122], ""Rust"": [481417, 216]}",GameDev
"{""Python"": [252944, 276], ""PHP"": [1136718, 46], ""Go"": [795262, 132], ""HTML"": [790388, 253], ""CSS"": [527652, 44], ""SQL"": [61822, 182]}",FullStack
"{""Shell"": [151511, 15], ""JavaScript"": [690271, 106], ""C++"": [476241, 94], ""PHP"": [45502, 176], ""Python"": [113658, 55]}",CyberSecurity
"{""Scala"": [761114, 125], ""Julia"": [296287, 25], ""Python"": [442037, 181], ""R"": [217010, 139], ""MATLAB"": [708577, 27]}",DataScientist
"{""Python"": [1155697, 175], ""SQL"": [36161, 289], ""Scala"": [231534, 221], ""Java"": [1494035, 141], ""Bash"": [483860, 16]}",DataEngineer
"{""Go"": [576142, 110], ""PHP"": [99795, 46], ""SQL"": [227458, 188], ""JavaScript"": [433615, 249], ""CSS"": [78495, 78], ""HTML"": [180809, 72]}",FullStack
"{""C"": [201577, 280], ""JavaScript"": [27310, 5], ""Python"": [781190, 119], ""PHP"": [166214, 55], ""C++"": [647929, 117]}",CyberSecurity
"{""R"": [247074, 272], ""Scala"": [189634, 102], ""Python"": [160304, 110], ""Julia"": [803720, 166], ""SQL"": [75906, 251]}",DataScientist
"{""Shell"": [889571, 300], ""Batch"": [672261, 38], ""PowerShell"": [519240, 286], ""Python"": [381227, 259], ""Go"": [692096, 73]}",Automation
"{""C++"": [427478, 181], ""Lua"": [585242, 281], ""Rust"": [383276, 151], ""Python"": [432670, 253], ""C#"": [840331, 193]}",GameDev
"{""PHP"": [830483, 74], ""C#"": [698000, 79], ""Go"": [123275, 127], ""SQL"": [239908, 97], ""Ruby"": [488129, 66], ""Java"": [110591, 211]}",Backend
"{""JavaScript"": [16502, 218], ""Java"": [474825, 148], ""Kotlin"": [491143, 86], ""Dart"": [537912, 166]}",Mobile
"{""Java"": [13638, 55], ""Scala"": [701154, 151], ""Python"": [127603, 147], ""Bash"": [1252627, 4], ""SQL"": [268822, 57], ""Go"": [868677, 12]}",DataEngineer
"{""Java"": [421753, 244], ""Python"": [921017, 285], ""Bash"": [1076963, 204], ""SQL"": [287075, 245], ""Scala"": [264632, 55], ""Go"": [829583, 161]}",DataEngineer
"{""CSS"": [776552, 190], ""HTML"": [830856, 57], ""Sass"": [37950, 38], ""Vue"": [814438, 195]}",Frontend
"{""Julia"": [223456, 222], ""SQL"": [221804, 125], ""Scala"": [150438, 292], ""R"": [671183, 111], ""MATLAB"": [236854, 17]}",DataScientist
"{""HCL"": [307860, 63], ""Python"": [26809, 102], ""Groovy"": [627594, 248], ""Go"": [188674, 159]}",DevOps
"{""Shell"": [54732, 228], ""Ruby"": [529424, 220], ""Python"": [32977, 152], ""Batch"": [123670, 274], ""PowerShell"": [209727, 79], ""Go"": [567377, 149]}",Automation
"{""SQL"": [192092, 55], ""Python"": [168085, 34], ""MATLAB"": [584189, 107], ""Julia"": [266007, 132], ""Scala"": [37468, 132], ""R"": [120777, 11]}",DataScientist
"{""Dart"": [434268, 40], ""Kotlin"": [21798, 120], ""Java"": [56151, 153], ""Swift"": [606029, 132], ""JavaScript"": [157624, 38]}",Mobile
"{""Java"": [628029, 93], ""Python"": [335900, 161], ""SQL"": [91654, 176], ""Bash"": [224586, 175], ""Go"": [130568, 49]}",DataEngineer
"{""Dart"": [958502, 81], ""Kotlin"": [578675, 221], ""Java"": [408878, 148], ""Swift"": [127629, 51], ""JavaScript"": [952028, 107]}",Mobile
"{""Bash"": [684529, 273], ""Scala"": [819437, 83], ""Python"": [258406, 95], ""Go"": [34643, 144], ""SQL"": [162035, 212], ""Java"": [639043, 261]}",DataEngineer
"{""JavaScript"": [164466, 234], ""CSS"": [142729, 179], ""Go"": [477518, 57], ""SQL"": [80722, 157], ""PHP"": [681119, 226], ""HTML"": [460472, 194]}",FullStack
"{""Rust"": [238972, 81], ""C++"": [112637, 17], ""Python"": [259332, 181], ""C#"": [85948, 249]}",GameDev
"{""C#"": [155637, 296], ""Lua"": [368439, 110], ""Python"": [460439, 112], ""Rust"": [482580, 2]}",GameDev
"{""Swift"": [438705, 242], ""Kotlin"": [295675, 254], ""Java"": [680301, 25], ""JavaScript"": [830123, 194], ""Dart"": [727251, 22]}",Mobile
"{""Bash"": [550545, 48], ""Go"": [107196, 169], ""Java"": [744198, 161], ""Scala"": [1296007, 135], ""SQL"": [1186417, 213], ""Python"": [253400, 149]}",DataEngineer
"{""Go"": [338044, 220], ""Scala"": [989746, 273], ""SQL"": [446844, 225], ""Java"": [335564, 299]}",DataEngineer
"{""Java"": [568875, 294], ""Go"": [296310, 173], ""Ruby"": [113745, 88], ""PHP"": [592183, 192], ""SQL"": [189547, 215], ""Node.js"": [250037, 243], ""Python"": [329596, 16], ""C#"": [17890, 260]}",Backend
"{""Scala"": [146886, 299], ""Java"": [1084745, 185], ""Bash"": [554217, 293], ""SQL"": [26737, 183]}",DataEngineer
"{""Node.js"": [430267, 36], ""Java"": [982795, 76], ""Go"": [234448, 101], ""SQL"": [81619, 118], ""C#"": [998380, 172], ""Python"": [578563, 57], ""PHP"": [197966, 232], ""Ruby"": [217966, 224]}",Backend
"{""JavaScript"": [530607, 41], ""HTML"": [51461, 118], ""Vue"": [93881, 214], ""TypeScript"": [594994, 160], ""Sass"": [918425, 38], ""CSS"": [442432, 178], ""React"": [160576, 139]}",Frontend
"{""Java"": [369267, 241], ""Ruby"": [1030249, 212], ""Python"": [347118, 267], ""Node.js"": [105370, 209], ""SQL"": [612476, 25], ""PHP"": [181564, 277], ""C#"": [676279, 55], ""Go"": [205295, 5]}",Backend
"{""Python"": [701539, 277], ""C++"": [365136, 73], ""Shell"": [414085, 90], ""PHP"": [504314, 35], ""JavaScript"": [1165478, 173], ""C"": [151899, 233], ""Go"": [120410, 86]}",CyberSecurity
"{""Rust"": [483331, 204], ""C++"": [78985, 228], ""C#"": [870472, 275], ""Lua"": [367198, 124]}",GameDev
"{""Shell"": [704120, 10], ""Go"": [563041, 3], ""Ruby"": [440554, 60], ""PowerShell"": [554655, 271], ""Batch"": [513539, 15]}",Automation
"{""Python"": [274348, 217], ""C++"": [925407, 122], ""Lua"": [352595, 46], ""C#"": [373162, 241], ""Rust"": [437905, 283]}",GameDev
"{""C++"": [632053, 86], ""Shell"": [1185657, 41], ""JavaScript"": [708982, 98], ""PHP"": [996134, 145], ""C"": [527698, 62], ""Python"": [417637, 4]}",CyberSecurity
"{""JavaScript"": [124899, 107], ""CSS"": [879702, 91], ""React"": [166804, 168], ""TypeScript"": [239654, 62], ""Sass"": [653601, 268]}",Frontend
"{""Python"": [154992, 254], ""Rust"": [186666, 19], ""C#"": [1071830, 210], ""C++"": [932525, 191], ""Lua"": [381819, 189]}",GameDev
"{""React"": [368900, 49], ""TypeScript"": [586163, 252], ""CSS"": [400028, 67], ""Sass"": [120318, 228], ""HTML"": [862941, 27], ""Vue"": [808451, 167]}",Frontend
"{""Go"": [521074, 244], ""Groovy"": [782173, 109], ""Shell"": [660492, 41], ""YAML"": [287024, 117], ""HCL"": [315572, 61], ""Dockerfile"": [213385, 134]}",DevOps
"{""YAML"": [700563, 142], ""Dockerfile"": [983102, 213], ""Go"": [214111, 186], ""Groovy"": [762322, 282], ""Python"": [100540, 7], ""HCL"": [582590, 42], ""Shell"": [82974, 3]}",DevOps
"{""CSS"": [319242, 56], ""JavaScript"": [829320, 31], ""HTML"": [291638, 122], ""Go"": [889133, 283], ""SQL"": [1021854, 209], ""PHP"": [278688, 277], ""Python"": [757204, 91]}",FullStack
"{""Node.js"": [222936, 279], ""Python"": [296559, 152], ""PHP"": [538606, 98], ""C#"": [439046, 49]}",Backend
"{""Swift"": [381156, 202], ""Dart"": [416757, 114], ""JavaScript"": [547407, 59], ""Kotlin"": [226527, 110]}",Mobile
"{""Swift"": [449404, 117], ""Kotlin"": [558446, 17], ""JavaScript"": [186178, 31], ""Java"": [316232, 114]}",Mobile
